Apodo,Nombre,Fecha,Ciudad,Provincia,País,PJ,PT,PC,PS,PX,PG,PE,PP,Min,G,GP,GPP,GE,TA,TR,EI,EF,Altura,Peso
Marcos Vales,Marcos Vales Illanes,05/04/1975,A Coruña,A Coruña,España,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,23,23,181.0,77.0
Acuña,Juan Acuña Naya,13/02/1923,A Coruña,A Coruña,España,1,0,0,1,0,1,0,0,16,0,0,0,1,0,0,18,18,179.0,88.0
Martín,José María Martín Rodríguez,25/04/1924,A Coruña,A Coruña,España,1,1,1,0,0,1,0,0,90,0,0,0,0,0,0,28,28,176.0,74.0
Casilla,Francisco Casilla Cortés,02/10/1986,Alcover,Tarragona,España,1,0,0,1,0,0,0,1,13,0,0,0,1,0,0,28,28,192.0,83.0
Juan Sánchez,Juan Ginés Sánchez Romero,15/05/1972,Aldaia,Valencia,España,1,0,0,1,0,0,1,0,12,0,0,0,0,0,0,26,26,173.0,72.0
Cucurella,Marc Cucurella Saseta,22/07/1998,Alella,Barcelona,España,1,1,0,0,1,1,0,0,46,0,0,0,0,0,0,22,22,172.0,68.0
Piquer,Vicente Piquer Mora,24/02/1935,Algar de Palancia,Valencia,España,1,1,1,0,0,0,1,0,90,0,0,0,0,0,0,26,26,173.0,71.0
Ito,Antonio Álvarez Pérez,21/01/1975,Almendralejo,Badajoz,España,1,0,0,1,0,1,0,0,2,0,0,0,0,0,0,23,23,175.0,70.0
Planas II,Javier Planas Abad,03/07/1949,Almudévar,Huesca,España,1,1,1,0,0,1,0,0,90,0,0,0,0,1,0,25,25,174.0,74.0
Josep Martínez,Josep Martínez Riera,27/05/1998,Alzira,Valencia,España,1,0,0,1,0,1,0,0,22,0,0,0,0,0,0,23,23,191.0,78.0
Etxeita,Xabier Etxeita Gorritxategi,31/10/1987,Amorebieta-Etxano,Bizkaia,España,1,1,1,0,0,1,0,0,90,0,0,0,0,0,0,27,27,186.0,80.0
Chuzo,Antonio González Álvarez,28/01/1940,Antequera,Málaga,España,1,0,0,1,0,0,0,1,48,0,0,0,0,0,0,20,20,172.0,72.0
Álvaro Fernández,Álvaro Fernández Llorente,13/04/1998,Arnedo,La Rioja,España,1,1,0,0,1,1,0,0,68,0,0,0,0,0,0,23,23,186.0,80.0
Solana,Jesús Ángel Solana Bermejo,25/12/1964,Arnedo,La Rioja,España,1,0,0,1,0,1,0,0,6,0,0,0,0,0,0,23,23,179.0,74.0
Escalza,Francisco Javier Escalza Ellacuria,10/12/1952,Arrankudiaga,Bizkaia,España,1,1,1,0,0,0,0,1,90,0,0,0,0,0,0,25,25,177.0,70.0
López Rekarte,Aitor López Rekarte,18/08/1975,Arrasate,Gipuzkoa,España,1,1,1,0,0,0,1,0,59,0,0,0,0,0,0,29,29,173.0,71.0
Lopetegui,Julen Lopetegi Agote,28/08/1966,Asteasu,Gipuzkoa,España,1,0,0,1,0,0,0,1,26,0,0,0,0,0,0,27,27,185.0,84.0
Larrañaga,Jon Andoni Larrañaga Gurrutxaga,03/07/1958,Azpeitia,Gipuzkoa,España,1,1,1,0,0,0,0,1,90,0,0,0,0,0,0,29,29,177.0,75.0
Ochoa,Miguel Ángel Ochoa Vaca,29/09/1944,Badajoz,Badajoz,España,1,1,1,0,0,0,1,0,90,0,0,0,0,0,0,29,29,174.0,72.0
Lezama,Raimundo Pérez Lezama,29/11/1922,Barakaldo,Bizkaia,España,1,0,0,1,0,0,0,1,42,0,0,0,2,0,0,24,24,178.0,76.0
Canito,Nicanor Sagarduy Gonzalo,18/03/1931,Barakaldo,Bizkaia,España,1,1,1,0,0,0,1,0,90,0,0,0,0,0,0,25,25,170.0,66.0
Puado,Javier Puado Díaz,25/05/1998,Barcelona,Barcelona,España,1,0,0,1,0,1,0,0,37,1,0,0,0,0,0,23,23,177.0,69.0
Raya,David Raya Martín,15/09/1995,Barcelona,Barcelona,España,1,1,1,0,0,1,0,0,90,0,0,0,1,0,0,26,26,183.0,80.0
Tello,Cristian Tello Herrera,11/08/1991,Barcelona,Barcelona,España,1,1,1,0,0,1,0,0,90,0,0,0,0,0,0,22,22,178.0,66.0
Argila,Fernando de Argila Pazzaglia,26/12/1920,Barcelona,Barcelona,España,1,1,1,0,0,1,0,0,90,0,0,0,1,0,0,33,33,180.0,80.0
Manchón,Eduardo Manchón Molina,24/07/1930,Barcelona,Barcelona,España,1,1,1,0,0,0,0,1,90,0,0,0,0,0,0,23,23,168.0,62.0
Fortes,Francisco Fortes Calvo,04/01/1955,Barcelona,Barcelona,España,1,0,0,1,0,0,1,0,14,0,0,0,0,0,0,20,20,170.0,70.0
Fuertes,Antonio Fuertes Pascual,03/12/1929,Benimàmet,Valencia,España,1,1,1,0,0,0,0,1,90,0,0,0,0,0,0,23,23,172.0,71.0
Liceranzu,Jesús Iñigo Liceranzu Otxoa,13/03/1959,Bilbao,Bizkaia,España,1,1,1,0,0,0,0,1,90,0,0,0,0,0,0,26,26,183.0,83.0
Williams,Iñaki Williams Arthuer,15/06/1994,Bilbao,Bizkaia,España,1,0,0,1,0,1,0,0,31,0,0,0,0,0,0,21,21,186.0,79.0
Rojo II,José Ángel Rojo Arroita,19/03/1948,Bilbao,Bizkaia,España,1,1,1,0,0,0,1,0,90,0,0,0,0,0,0,25,25,176.0,73.0
Deusto,Juan Antonio Deusto Olagorta,08/01/1946,Bilbao,Bizkaia,España,1,1,1,0,0,0,0,1,90,0,0,0,2,0,0,27,27,180.0,77.0
Touriño,Juan Carlos Touriño Cancela,14/07/1944,Buenos Aires,Extranjero,Argentina,1,1,1,0,0,1,0,0,90,0,0,0,0,0,0,27,27,178.0,72.0
Manzanedo,José Luis Fernández Manzanedo,10/02/1956,Burgos,Burgos,España,1,0,0,1,0,1,0,0,44,0,0,0,0,0,0,21,21,183.0,81.0
Botubot,Manuel Ángel Botubot Pereira,23/11/1955,Cádiz,Cádiz,España,1,1,1,0,0,0,0,1,90,0,0,0,0,0,0,23,23,184.0,81.0
Ezquerro,Santiago Ezquerro Marín,14/12/1976,Calahorra,La Rioja,España,1,0,0,1,0,0,0,1,30,0,0,0,0,0,0,21,21,180.0,70.0
Jara,Vicente Anastasio Jara Segovia,03/02/1941,Capiatá,Extranjero,Paraguay,1,1,1,0,0,1,0,0,90,0,0,0,0,0,0,25,25,168.0,67.0
Juanmi,Juan Miguel García Inglés,09/03/1971,Cartagena,Murcia,España,1,0,0,1,0,1,0,0,6,0,0,0,0,0,0,28,28,181.0,73.0
Sánchez,Robert Lynch Sánchez,18/11/1997,Cartagena,Murcia,España,1,0,0,1,0,1,0,0,16,0,0,0,0,0,0,23,23,197.0,90.0
Pujol,Lluís Pujol Codina,25/05/1947,Castellbell i el Vilar,Barcelona,España,1,0,0,1,0,1,0,0,44,0,0,0,0,0,0,22,22,172.0,68.0
Mingorance,José Mingorance Chimeno,10/04/1938,Castro de Sanabria,Zamora,España,1,1,0,0,1,0,0,1,35,0,0,0,0,0,0,25,25,181.0,80.0
Arias,Ricardo Penella Arias,25/02/1957,Catarroja,Valencia,España,1,1,0,0,1,0,1,0,46,0,0,0,0,0,0,22,22,182.0,78.0
Lesmes,Francisco Lesmes Bobed,04/03/1924,Ceuta,Ceuta,España,1,1,1,0,0,1,0,0,90,0,0,0,0,0,0,29,29,182.0,74.0
Juanmi,Juan Miguel Jiménez López,20/05/1993,Coín,Málaga,España,1,1,0,0,1,0,0,1,62,0,0,0,0,0,0,21,21,172.0,69.0
César,César Sánchez Domínguez,02/09/1971,Coria,Cáceres,España,1,1,1,0,0,0,0,1,90,0,0,0,4,0,0,28,28,185.0,82.0
Aldecoa,Emilio Aldecoa Gómez,30/11/1922,Deusto,Bizkaia,España,1,0,0,1,0,1,0,0,59,0,0,0,0,0,0,25,25,176.0,70.0
Pedro Porro,Pedro Antonio Porro Sauceda,13/09/1999,Don Benito,Badajoz,España,1,1,0,0,1,1,0,0,65,0,0,0,0,1,0,21,21,176.0,71.0
Zubimendi,Martín Zubimendi Ibáñez,02/02/1999,Donostia/San Sebastián,Gipuzkoa,España,1,1,0,0,1,1,0,0,53,0,0,0,0,0,0,22,22,180.0,74.0
Imaz,Andoni Imaz Garmendia,05/09/1971,Donostia/San Sebastián,Gipuzkoa,España,1,1,1,0,0,0,1,0,90,0,0,0,0,0,0,21,21,177.0,75.0
Ochotorena,José Manuel Ochotorena Santacruz,16/01/1961,Donostia/San Sebastián,Gipuzkoa,España,1,0,0,1,0,1,0,0,9,0,0,0,0,0,0,28,28,182.0,78.0
Ontoria,Sebastián Ontoria Escolaza,20/01/1920,Donostia/San Sebastián,Gipuzkoa,España,1,1,1,0,0,0,1,0,90,0,0,0,0,0,0,30,30,168.0,71.0
Gisasola,Agustín Gisasola Zabala,22/07/1952,Eibar,Gipuzkoa,España,1,1,1,0,0,0,0,1,90,0,0,0,0,0,0,27,27,180.0,78.0
Susaeta,Markel Susaeta Laskurain,14/12/1987,Eibar,Gipuzkoa,España,1,0,0,1,0,1,0,0,18,1,0,0,0,0,0,24,24,178.0,64.0
Óscar Gil,Óscar Gil Regaño,26/04/1998,Elx,Alicante,España,1,1,0,0,1,1,0,0,46,0,0,0,0,0,0,23,23,175.0,71.0
Marianín,Mariano Arias Chamorro,18/05/1946,Fabero,León,España,1,0,0,1,0,0,1,0,23,0,0,0,0,0,0,27,27,175.0,74.0
Minguela,Luis Mariano Minguela Muñoz,05/01/1960,Frumales,Segovia,España,1,0,0,1,0,1,0,0,32,0,0,0,0,0,0,29,29,176.0,73.0
Robus,Robustiano Bilbao Echevarría,18/12/1900,Getxo,Bizkaia,España,1,1,1,0,0,0,0,1,90,0,0,0,0,0,0,27,27,160.0,61.0
Manolín,Manuel Martínez Canales,21/05/1928,Getxo,Bizkaia,España,1,1,1,0,0,0,0,1,90,0,0,0,0,0,0,25,25,171.0,71.0
Herrera,Jesús Herrera Alonso,05/02/1938,Gijón,Asturias,España,1,1,1,0,0,1,0,0,90,0,0,0,0,0,0,22,22,172.0,72.0
Barrachina,Fernando Barrachina Plo,24/02/1947,Granada,Granada,España,1,1,1,0,0,1,0,0,90,0,0,0,0,0,0,22,22,184.0,83.0
Millán,José Millán González,19/02/1920,Granada,Granada,España,1,1,1,0,0,0,1,0,90,0,0,0,0,0,0,25,25,178.0,77.0
Heriberto Herrera,Heriberto Herrera Udrizar,24/04/1926,Guarambaré,Extranjero,Paraguay,1,1,1,0,0,0,1,0,90,0,0,0,0,0,0,30,30,185.0,78.0
Landaburu,Jesús Landaburu Sagüillo,24/01/1955,Guardo,Palencia,España,1,0,0,1,0,1,0,0,44,0,0,0,0,0,0,24,24,175.0,72.0
Chano,Sebastián Cruzado Fernández,28/02/1965,Huelva,Huelva,España,1,1,1,0,0,0,1,0,90,0,0,0,0,0,0,28,28,181.0,75.0
Matito,Román Matito Domínguez,02/02/1927,Huelva,Huelva,España,1,1,1,0,0,0,1,0,90,0,0,0,0,0,0,28,28,175.0,71.0
Pozo,Alejandro Pozo Pozo,22/02/1999,Huévar del Aljarafe,Sevilla,España,1,0,0,1,0,1,0,0,44,0,0,0,0,0,0,22,22,180.0,70.0
Manu del Moral,Manuel del Moral Fernández,25/02/1984,Jaén,Jaén,España,1,0,0,1,0,1,0,0,44,0,0,0,0,0,0,27,27,185.0,84.0
Diego,Diego Rodríguez Fernández,20/04/1960,La Orotava,Santa Cruz de Tenerife,España,1,0,0,1,0,0,0,1,44,0,0,0,0,0,0,27,27,183.0,76.0
López,Francisco Javier López García,14/10/1950,Laredo,Cantabria,España,1,0,0,1,0,1,0,0,6,0,0,0,0,0,0,26,26,174.0,75.0
Jonathan Viera,Jonathan Viera Ramos,21/10/1989,Las Palmas de Gran Canaria,Las Palmas,España,1,1,1,0,0,1,0,0,90,0,0,0,0,0,0,27,27,170.0,64.0
Guayre,Antonio Guayre Betancor Perdomo,23/04/1980,Las Palmas de Gran Canaria,Las Palmas,España,1,0,0,1,0,1,0,0,14,0,0,0,0,0,0,24,24,176.0,72.0
Bojan,Bojan Krkić Pérez,28/08/1990,Linyola,Lleida,España,1,0,0,1,0,1,0,0,25,0,0,0,0,0,0,18,18,172.0,65.0
Canito,José Cano López,22/04/1956,Llavorsí,Lleida,España,1,0,0,1,0,0,0,1,17,0,0,0,0,0,0,22,22,185.0,79.0
Aranzubia,Daniel Aranzubia Aguado,18/09/1979,Logroño,La Rioja,España,1,0,0,1,0,1,0,0,29,0,0,0,0,0,0,24,24,187.0,85.0
Luis Cembranos,Luis Cembranos Martínez,06/06/1972,Lucerna,Extranjero,Suiza,1,0,0,1,0,1,0,0,14,0,0,0,0,0,0,27,27,172.0,71.0
Losada,Sebastián Losada Bestard,03/09/1967,Madrid,Madrid,España,1,0,0,1,0,0,1,0,44,0,0,0,0,0,0,27,27,183.0,78.0
Marsal,Ramón Marsal Ribó,12/12/1934,Madrid,Madrid,España,1,1,1,0,0,1,0,0,90,0,0,0,0,0,0,23,23,182.0,81.0
Arizmendi,Ángel Javier Arizmendi de Lucas,03/03/1984,Madrid,Madrid,España,1,0,0,1,0,1,0,0,26,0,0,0,0,0,0,22,22,189.0,76.0
Contreras,Pedro Contreras González,07/01/1972,Madrid,Madrid,España,1,1,1,0,0,0,1,0,90,0,0,0,0,0,0,30,30,180.0,80.0
Rubio,Juan José Rubio Jiménez,28/08/1956,Madrid,Madrid,España,1,1,1,0,0,1,0,0,90,0,0,0,0,0,0,24,24,173.0,68.0
Sobrado,Eduardo Sobrado Vázquez,20/04/1926,Madrid,Madrid,España,1,1,1,0,0,0,1,0,90,0,0,0,0,0,0,25,25,168.0,67.0
Casado,Pedro Casado Bucho,20/11/1937,Madrid,Madrid,España,1,1,1,0,0,1,0,0,90,0,0,0,0,0,0,23,23,173.0,71.0
Clares,Manuel Clares García,23/02/1948,Madrid,Madrid,España,1,1,0,0,1,0,1,0,67,0,0,0,0,0,0,25,25,177.0,78.0
De Felipe,Pedro Eugenio de Felipe Cortés,18/07/1944,Madrid,Madrid,España,1,1,1,0,0,0,1,0,90,0,0,0,0,0,0,29,29,178.0,81.0
Serena,Fernando Rodríguez Serena,28/01/1941,Madrid,Madrid,España,1,0,0,1,0,0,1,0,44,0,0,0,0,0,0,21,21,165.0,64.0
Borja Valero,Borja Valero Iglesias,12/01/1985,Madrid,Madrid,España,1,0,0,1,0,1,0,0,25,0,0,0,0,0,0,26,26,175.0,73.0
Valero,Antonio Valero Yubero,31/03/1932,Madrid,Madrid,España,1,1,1,0,0,1,0,0,90,0,0,0,0,0,0,24,24,172.0,72.0
Brahim Díaz,Brahim Abdelkader Díaz,03/08/1999,Málaga,Málaga,España,1,1,1,0,0,1,0,0,90,1,0,0,0,0,0,21,21,171.0,68.0
Lanchas,Ángel Lanchas Rico,07/11/1950,Méntrida,Toledo,España,1,0,0,1,0,1,0,0,44,0,0,0,0,0,0,27,27,174.0,73.0
Víctor,Víctor Manuel Fernández Gutiérrez,17/04/1974,Mérida,Badajoz,España,1,0,0,1,0,0,1,0,25,0,0,0,0,0,0,25,25,165.0,66.0
Blanco,Antonio Blanco Conde,23/07/2000,Montalbán de Córdoba,Córdoba,España,1,0,0,1,0,1,0,0,37,0,0,0,0,0,0,20,20,175.0,68.0
Verdugo,Juan Verdugo Pérez,25/05/1949,Montilla,Córdoba,España,1,1,1,0,0,1,0,0,90,0,0,0,0,0,0,28,28,179.0,67.0
Villar,Gonzalo Villar del Fraile,23/03/1998,Murcia,Murcia,España,1,1,0,0,1,1,0,0,74,0,0,0,0,0,0,23,23,181.0,73.0
Miranda,Juan Miranda González,19/01/2000,Olivares,Sevilla,España,1,0,0,1,0,1,0,0,44,1,0,0,0,0,0,21,21,185.0,76.0
Idígoras,Santiago Idígoras Bilbao,24/07/1953,Oñati,Gipuzkoa,España,1,0,0,1,0,1,0,0,44,0,0,0,0,0,0,23,23,180.0,79.0
Manu García,Manuel García Alonso,02/01/1998,Oviedo,Asturias,España,1,1,0,0,1,1,0,0,53,0,0,0,0,0,0,23,23,170.0,65.0
Michu,Miguel Pérez Cuesta,21/03/1986,Oviedo,Asturias,España,1,1,0,0,1,1,0,0,57,0,0,0,0,0,0,27,27,191.0,78.0
Asenjo,Sergio Asenjo Andrés,28/06/1989,Palencia,Palencia,España,1,1,1,0,0,1,0,0,90,0,0,0,1,0,0,26,26,182.0,85.0
Tiko,Roberto Martínez Rípodas,15/09/1976,Pamplona,Navarra,España,1,0,0,1,0,0,0,1,44,0,0,0,0,0,0,25,25,178.0,74.0
Larrainzar,Iñigo Larrainzar Santamaría,05/06/1971,Pamplona,Navarra,España,1,1,1,0,0,0,1,0,90,0,0,0,0,0,0,22,22,173.0,70.0
Areta II,Esteban Areta Vélez,14/04/1932,Pamplona,Navarra,España,1,0,0,1,0,1,0,0,6,0,0,0,0,0,0,29,29,176.0,72.0
Diego López,Diego López Rodríguez,03/11/1981,Paradela,Lugo,España,1,0,0,1,0,1,0,0,25,0,0,0,0,0,0,27,27,195.0,87.0
Miera,Vicente Miera Campos,10/05/1940,Peñacastillo,Cantabria,España,1,1,1,0,0,0,1,0,90,0,0,0,0,0,0,21,21,178.0,72.0
Megido,Alfredo Megido Sánchez,02/10/1952,Peñaflor,Sevilla,España,1,0,0,1,0,0,1,0,24,1,0,0,0,0,0,22,22,179.0,74.0
Luis García,Luis García García,01/05/1964,Peñaranda de Bracamonte,Salamanca,España,1,0,0,1,0,0,1,0,17,0,0,0,0,0,0,23,23,188.0,76.0
Diego,José Diego Álvarez Álvarez,21/12/1954,Pino,Lugo,España,1,0,0,1,0,0,0,1,44,0,0,0,0,0,0,25,25,179.0,77.0
Unai,Unai Vergara Díez-Caballero,21/01/1977,Portugalete,Bizkaia,España,1,1,1,0,0,0,0,1,90,0,0,0,0,0,0,24,24,190.0,90.0
Nuñez,Unai Nuñez Gestoso,30/01/1997,Portugalete,Bizkaia,España,1,0,0,1,0,1,0,0,6,0,0,0,0,0,0,22,22,186.0,81.0
García Navajas,Antonio García Navajas,08/03/1958,Posadas,Córdoba,España,1,1,1,0,0,0,0,1,90,0,0,0,0,0,0,21,21,176.0,72.0
Alabanda,Sebastián Alabanda Fernández,31/10/1950,Posadas,Córdoba,España,1,0,0,1,0,0,1,0,9,0,0,0,0,0,0,25,25,181.0,78.0
Juan Carlos,Juan Carlos Rodríguez Moreno,19/01/1965,Puente Castro,León,España,1,1,0,0,1,0,0,1,83,0,0,0,0,0,0,26,26,172.0,71.0
Poli,Manuel Polinario Muñoz,12/06/1943,Puente Genil,Córdoba,España,1,1,1,0,0,0,0,1,90,0,0,0,0,0,0,24,24,166.0,61.0
Lico,José Antonio Morante Gutiérrez,06/07/1944,Rafal,Alicante,España,1,1,1,0,0,1,0,0,90,0,0,0,0,0,0,27,27,170.0,64.0
Berto,Alberto Martínez Díaz,27/10/1962,Reiriz,Lugo,España,1,0,0,1,0,1,0,0,34,0,0,0,0,0,0,28,28,170.0,60.0
Pier,Pier Luigi Cherubino Loggi,15/10/1971,Roma,Extranjero,Italia,1,0,0,1,0,1,0,0,29,0,0,0,0,0,0,22,22,176.0,75.0
Denis Suárez,Denis Suárez Fernández,06/01/1994,Salceda de Caselas,Pontevedra,España,1,0,0,1,0,1,0,0,45,0,0,0,0,0,0,22,22,176.0,69.0
Luis Alberto,Luis Alberto Romero Alconchel,28/09/1992,San José del Valle,Cádiz,España,1,0,0,1,0,1,0,0,16,0,0,0,0,0,0,25,25,182.0,70.0
Munir,Munir El Haddadi Mohamed,01/09/1995,San Lorenzo de El Escorial,Madrid,España,1,0,0,1,0,1,0,0,13,0,0,0,0,0,0,19,19,175.0,69.0
Neme,Nemesio Martín Montejo,31/12/1939,Sanchón de la Sagrada,Salamanca,España,1,0,0,1,0,0,0,1,55,0,0,0,0,0,0,25,25,166.0,66.0
Estella,Juan José Estella Salas,13/01/1956,Sant Feliu de Llobregat,Barcelona,España,1,1,1,0,0,0,1,0,90,0,0,0,0,0,0,26,26,178.0,77.0
Santos,Eleuterio Santos Brito,09/11/1940,Santa Cruz de Tenerife,Santa Cruz de Tenerife,España,1,1,1,0,0,0,1,0,90,0,0,0,0,0,0,27,27,177.0,70.0
Mingueza,Óscar Mingueza Garcia,13/05/1999,Santa Perpètua de Mogoda,Barcelona,España,1,1,1,0,0,1,0,0,90,0,0,0,0,0,0,22,22,184.0,75.0
Santamaría,Francisco Santamaría Mirones,08/09/1936,Santander,Cantabria,España,1,1,1,0,0,0,1,0,90,0,0,0,0,0,0,30,30,176.0,80.0
Bezerra,Heraldo Bezerra Nunes,21/04/1945,São Jerônimo,Extranjero,Brasil,1,1,1,0,0,0,1,0,90,0,0,0,0,0,0,28,28,174.0,69.0
Fran Beltrán,Francisco José Beltrán Peinado,03/02/1999,Seseña,Toledo,España,1,0,0,1,0,1,0,0,16,0,0,0,0,0,0,22,22,170.0,66.0
Mencía,Juan José Mencía Angulo,05/03/1923,Sestao,Bizkaia,España,1,1,1,0,0,1,0,0,90,0,0,0,0,0,0,27,27,172.0,68.0
Nimo,José Ramón Nimo Maldonado,11/07/1959,Sevilla,Sevilla,España,1,1,0,0,1,0,1,0,65,0,0,0,0,0,0,24,24,177.0,74.0
Campaña,José Ángel Gómez Campaña,31/05/1993,Sevilla,Sevilla,España,1,0,0,1,0,0,1,0,44,0,0,0,0,0,0,27,27,179.0,74.0
Puerta,Antonio José Puerta Pérez,25/11/1984,Sevilla,Sevilla,España,1,0,0,1,0,0,0,1,38,0,0,0,0,0,0,21,21,183.0,74.0
Sergio Rico,Sergio Rico González,01/09/1993,Sevilla,Sevilla,España,1,0,0,1,0,1,0,0,17,0,0,0,1,0,0,22,22,194.0,88.0
Mañó,Daniel Mañó Villagrasa,27/02/1932,Sueca,Valencia,España,1,1,1,0,0,0,1,0,90,0,0,0,0,0,0,23,23,165.0,65.0
Artigas,Josep Artigas Morraja,31/10/1923,Terrassa,Barcelona,España,1,1,0,0,1,1,0,0,39,0,0,0,0,0,0,25,25,177.0,66.0
Mata,Jaime Mata Arnaiz,24/10/1988,Tres Cantos,Madrid,España,1,0,0,1,0,1,0,0,2,0,0,0,0,0,0,30,30,185.0,75.0
Paco Llorente,Francisco Llorente Gento,21/05/1965,Valladolid,Valladolid,España,1,0,0,1,0,1,0,0,44,1,0,0,0,0,0,22,22,180.0,76.0
Coque,Gerardo Coque Benavente,09/03/1928,Valladolid,Valladolid,España,1,1,1,0,0,1,0,0,90,1,0,0,0,0,0,24,24,179.0,73.0
Aleix Vidal,Aleix Vidal Parreu,21/08/1989,Valls,Tarragona,España,1,1,0,0,1,1,0,0,46,0,0,0,0,0,0,25,25,177.0,70.0
Valverde,Ernesto Valverde Tejedor,09/02/1964,Viandar de la Vera,Cáceres,España,1,0,0,1,0,1,0,0,20,0,0,0,0,0,0,26,26,169.0,61.0
Rodilla,José Fernando Martínez Rodilla,03/03/1950,Vigo,Pontevedra,España,1,0,0,1,0,1,0,0,59,0,0,0,0,0,0,20,20,169.0,65.0
Jiménez,Manuel Enrique Jiménez Abalo,27/10/1956,Vilagarcía de Arousa,Pontevedra,España,1,1,1,0,0,1,0,0,90,0,0,0,0,0,0,25,25,177.0,71.0
Marina,Roberto Simón Marina,28/08/1961,Villanueva de la Serena,Badajoz,España,1,0,0,1,0,0,1,0,8,0,0,0,0,0,0,23,23,164.0,63.0
Karanka,Aitor Karanka de la Hoz,18/09/1973,Vitoria-Gasteiz,Araba/Álava,España,1,1,1,0,0,1,0,0,90,0,0,0,0,0,0,21,21,181.0,79.0
Joseíto,José Iglesias Fernández,23/12/1926,Zamora,Zamora,España,1,1,1,0,0,0,1,0,90,0,0,0,0,0,0,26,26,166.0,70.0
Conte,Ignacio Conte Crespo,21/02/1969,Zaragoza,Zaragoza,España,1,0,0,1,0,1,0,0,30,0,0,0,0,0,0,22,22,180.0,74.0
Camacho,Ignacio Camacho Barnola,04/05/1990,Zaragoza,Zaragoza,España,1,0,0,1,0,0,0,1,44,0,0,0,0,0,0,24,24,181.0,68.0
Manolete,Manuel Ríos Quintanilla,26/05/1945,A Coruña,A Coruña,España,2,1,0,1,1,0,2,0,108,0,0,0,0,0,0,26,26,176.0,74.0
Iturraspe,Ander Iturraspe Derteano,08/03/1989,Abadiño,Bizkaia,España,2,1,1,1,0,1,0,1,134,0,0,0,0,0,0,25,25,187.0,78.0
Santi Denia,Santiago Denia Sánchez,09/03/1974,Albacete,Albacete,España,2,1,1,1,0,2,0,0,134,0,0,0,0,0,0,23,24,181.0,76.0
Diego Capel,Diego Ángel Capel Trinidad,16/02/1988,Albox,Almería,España,2,1,0,1,1,2,0,0,116,0,0,0,0,0,0,20,20,173.0,67.0
Pérez Payá,José Luis Pérez-Payá Soler,28/03/1928,Alcoi,Alicante,España,2,2,2,0,0,0,1,1,180,0,0,0,0,0,0,27,27,181.0,81.0
Galán,Enrique Galán Bayarri,06/04/1946,Almàssera,Valencia,España,2,0,0,2,0,1,0,1,28,0,0,0,0,0,0,27,27,179.0,77.0
Abel Ruiz,Abel Ruiz Ortega,28/01/2000,Almussafes,Valencia,España,2,2,2,0,0,2,0,0,180,0,0,0,0,0,0,21,21,182.0,76.0
Castellano,Francisco Castellano Rodríguez,17/11/1944,Arucas,Las Palmas,España,2,1,0,1,1,1,1,0,80,1,0,0,0,0,0,23,23,179.0,79.0
Urtubi,Ismael Urtubi Aróstegui,24/05/1961,Barakaldo,Bizkaia,España,2,1,0,1,1,1,0,1,97,0,0,0,0,0,0,23,23,175.0,72.0
Sergio García,Sergio García de la Fuente,09/06/1983,Barcelona,Barcelona,España,2,1,1,1,0,2,0,0,96,0,0,0,0,0,0,24,25,176.0,69.0
Fernando Navarro,Fernando Navarro Corbacho,25/06/1982,Barcelona,Barcelona,España,2,1,1,1,0,2,0,0,128,0,0,0,0,0,0,25,25,176.0,69.0
Vavá,Luciano Sánchez García,28/05/1944,Béjar,Salamanca,España,2,2,2,0,0,0,1,1,180,0,0,0,0,0,0,22,24,169.0,67.0
Gaztelu,José Agustín Aranzábal Askasibar,23/07/1946,Bergara,Gipuzkoa,España,2,1,1,1,0,2,0,0,100,0,0,0,0,0,0,23,25,169.0,70.0
Ander Herrera,Ander Herrera Agüera,14/08/1989,Bilbao,Bizkaia,España,2,0,0,2,0,1,1,0,51,0,0,0,0,0,0,27,27,181.0,70.0
Patxi Salinas,Francisco Salinas Fernández,17/11/1963,Bilbao,Bizkaia,España,2,1,0,1,1,0,1,1,70,0,0,0,0,0,0,24,24,185.0,77.0
Planelles,Juan Bautista Planelles Marco,26/01/1951,Burriana,Castellón,España,2,1,0,1,1,0,1,1,111,0,0,0,0,0,0,22,22,178.0,76.0
Mista,Miguel Ángel Ferrer Martínez,12/11/1978,Caravaca de la Cruz,Murcia,España,2,0,0,2,0,2,0,0,62,0,0,0,0,0,0,26,26,184.0,72.0
Lesmes II,Rafael Lesmes Bobed,09/11/1926,Ceuta,Ceuta,España,2,2,2,0,0,1,0,1,180,0,0,0,0,0,0,28,31,178.0,74.0
Armando,Armando Álvarez Álvarez,18/07/1970,Colmar,Extranjero,Francia,2,1,1,1,0,2,0,0,110,0,0,0,0,0,0,26,26,173.0,68.0
Christiansen,Thomas Christiansen Tarín,11/03/1973,Copenhague,Extranjero,Dinamarca,2,0,0,2,0,1,1,0,76,1,0,0,0,0,0,19,19,180.0,74.0
Guillamón,Hugo Guillamón Sanmartín,31/01/2000,Donostia/San Sebastián,Gipuzkoa,España,2,2,2,0,0,2,0,0,180,1,0,0,0,0,0,21,22,182.0,62.0
Arza,Juan Arza Íñigo,18/06/1923,Estella,Navarra,España,2,2,2,0,0,0,1,1,180,0,0,0,0,0,0,23,28,169.0,66.0
Zubieta,Ángel Zubieta Redondo,17/07/1918,Galdakao,Bizkaia,España,2,2,2,0,0,1,0,1,180,0,0,0,0,0,0,17,17,181.0,82.0
